RID,Title,Organization
AASHTO SDDP-1-OL,(2003) Shop Detail Drawing Presentation Guidelines,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 11,(2005; R 2013) Standard Method of Test for Materials Finer Than 75 Micrometer (No. 200) Sieve in Mineral Aggregates by Washing,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 27,(2014) Standard Method of Test for Sieve Analysis of Fine and Coarse Aggregates,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 88,(2013) Standard Method of Test for Particle Size Analysis of Soils,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 102,(2009; R 2013) Standard Method of Test for Spot Test of Asphaltic Materials,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 135,(2013; R 2017) Standard Method of Test for Wetting-and-Drying Test of Compacted Soil-Cement Mixtures,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 136,(2013; R 2017) Standard Method of Test for Freezing-and-Thawing Tests of Compacted Soil-Cement Mixtures,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 180,(2017) Standard Method of Test for Moisture-Density Relations of Soils Using a 4.54-kg (10-lb) Rammer and a 457-mm (18-in.) Drop,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 224,(2010) Standard Method of Test for Correction for Coarse Particles in the Soil Compaction Test,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 259,(2002; R 2017) Standard Method of Test for Resistance of Concrete to Chloride Ion Penetration,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 260,(2021) Standard Method of Test for Sampling and Testing for Chloride Ion in Concrete and Concrete Raw Materials,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 304,(2011; R 2015) Standard Method of Test for Uncompacted Void Content of Fine Aggregate,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 326,"(2005; R 2013) Standard Method of Test for Uncompacted Void Content of Coarse Aggregate (As Influenced by Particle Shape, Surface Texture, and Grading)",AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 329,(2015) Standard Test Method for Moisture Content of Hot Mix Asphalt (HMA) by Oven Method,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AASHTO T 358,(2021) Standard Method of Test for Surface Resistivity Indication of Concrete's Ability to Resist Chloride Ion Penetration,AMERICAN ASSOCIATION OF STATE HIGHWAY AND TRANSPORTATION OFFICIALS (AASHTO)
AATCC 16,(2004; E 2008; E 2010) Colorfastness to Light,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
AATCC 16.1,(2023) Test Method for Colorfastness to Light: Outdoor,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
AATCC 107,(2013) Colorfastness to Water,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
AATCC 134,(2016) Electrostatic Propensity of Carpets,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
AATCC 165,(2013) Colorfastness to Crocking:  Textile Floor Coverings - Crockmeter Method,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
AATCC 174,(2016) Antimicrobial Activity Assessment of New Carpets,AMERICAN ASSOCIATION OF TEXTILE CHEMISTS AND COLORISTS (AATCC)
ABMA 7,(1995; Stabilized (S) 2013) Shaft and Housing Fits for Metric Radial Ball and Roller Bearings (Except Tapered Roller Bearings) Conforming to Basic Boundary Plan,AMERICAN BEARING MANUFACTURERS ASSOCIATION (ABMA)
ABMA 9,(2015) Load Ratings and Fatigue Life for Ball Bearings,AMERICAN BEARING MANUFACTURERS ASSOCIATION (ABMA)
ABMA 11,(2014) Load Ratings and Fatigue Life for Roller Bearings,AMERICAN BEARING MANUFACTURERS ASSOCIATION (ABMA)
ABMA Boiler 103,(2001) Selected Codes and Standards of the Boiler Industry,AMERICAN BOILER MANUFACTURERS ASSOCIATION (ABMA/BOIL)
ABMA Boiler 203,(2002) A Guide to Clean and Efficient Operation of Coal-Stoker-Fired Boilers,AMERICAN BOILER MANUFACTURERS ASSOCIATION (ABMA/BOIL)
ABMA Boiler 402,(2012) Boiler Water Quality Requirements and Associated Steam Quality for Industrial/Commercial and Institutional Boilers,AMERICAN BOILER MANUFACTURERS ASSOCIATION (ABMA/BOIL)
ABS 2,(2019) Rules for Building and Classing Steel Vessels,AMERICAN BUREAU OF SHIPPING (ABS)
AWEA O&M RP,"(2017) AWEA Operations and Maintenance Recommended Practices, Second Edition",AMERICAN CLEAN POWER ASSOCIATION (ACP)
ACR,"MRI Accreditation Program Requirements, Latest Edition",AMERICAN COLLEGE OF RADIOLOGY (ACR)
ACMA Code,(2011) Code of Standard Practice: Industry Guidelines for Fabrication and Installation of Pultruded FRP Structures,AMERICAN COMPOSITES MANUFACTURER'S ASSOCIATION (ACMA)
ACI 117,(2010; R 2015) Specifications for Tolerances for Concrete Construction and Materials and Commentary,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 121R,(2008) Guide for Concrete Construction Quality Systems in Conformance with ISO 9001,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 201.1R,(2008) Guide for Conducting a Visual Inspection of Concrete in Service,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 201.2R,(2016) Guide to Durable Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 211.1,"(1991; R 2009) Standard Practice for Selecting Proportions for Normal, Heavyweight and Mass Concrete",AMERICAN CONCRETE INSTITUTE (ACI)
ACI 211.2,(1998; R 2004) Standard Practice for Selecting Proportions for Structural Lightweight Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 211.3R,(2016) Guide for Selecting Proportions for No-Slump Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 211.5R,(2014) Guide for Submittal of Concrete Proportions,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 212.3R,(2016) Chemical Admixtures for Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 213R,(2014; E2017) Guide for Structural Lightweight-Aggregate Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 214R,(2011) Evaluation of Strength Test Results of Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 216.1,(2014) Code Requirements for Determining Fire Resistance of Concrete and Masonry Construction Assemblies,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 228.2R,(2013) Report on Nondestructive Test Methods for Evaluation of Concrete in Structures,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 301,(2020) Specifications for Structural Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 301M,(2020) Metric Specifications for Structural Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 302.1R,(2015) Guide for Concrete Floor and Slab Construction,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 304.2R,(2017) Guide to Placing Concrete by Pumping Methods,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 304R,"(2000; R 2009) Guide for Measuring, Mixing, Transporting, and Placing Concrete",AMERICAN CONCRETE INSTITUTE (ACI)
ACI 305.1,(2014) Specification for Hot Weather Concreting,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 305R,(2020) Guide to Hot Weather Concreting,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 306.1,(1990; R 2002) Standard Specification for Cold Weather Concreting,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 306R,(2016) Guide to Cold Weather Concreting,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 308.1,(2023) Specification for Curing Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 308R,(2016) Guide to External Curing of Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 309R,(2005) Guide for Consolidation of Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 311.4R,(2005) Guide for Concrete Inspection,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 315,(2018) Guide to Presenting Reinforcing Steel Design Details,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 318,(2019; R 2022) Building Code Requirements for Structural Concrete (ACI 318-19) and Commentary (ACI 318R-19),AMERICAN CONCRETE INSTITUTE (ACI)
ACI 318M,(2019; Errata 2022) Building Code Requirements for Structural Concrete & Commentary,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 325.14R,(2017) Guide for Design and Proportioning of Concrete Mixtures for Pavements,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 327R,(2014) Guide to Roller-Compacted Concrete Pavements,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 336.1,(2001) Specification for the Construction of Drilled Piers,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 347R,(2014; Errata 1 2017) Guide to Formwork for Concrete,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 355.2,(2007) Qualification of Post-Installed Mechanical Anchors in Concrete and Commentary,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 355.4,(2011) Qualification of Post-Installed Adhesive Anchors in Concrete (ACI 355.4) and Commentary,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.2R,(2017) Guide for the Design and Construction of Externally Bonded FRP Systems for Strengthening Concrete Structures,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.3R,(2012) Guide Test Methods for Fiber-Reinforced Polymer (FRP) for Reinforcing or Strengthening Concrete Structures,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.5,(2008) Specification for Construction with Fiber-Reinforced Polymer Reinforcing Bars,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.6,(2008) Specification for Carbon and Glass Fiber-Reinforced Polymer Bar Materials for Concrete Reinforcement,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.7R,(2010) Guide for the Design and Construction of Externally Bonded Fiber-Reinforced Polymer Systems for Strengthening Unreinforced Masonry Structures,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 440.8,(2013) Specification for Carbon and Glass Fiber-Reinforced Polymer (FRP) Materials Made by Wet Layup for External Strengthening of Concrete and Masonry Structures,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 503.1-503.4,"(1993, R 2003) Four Epoxy Specifications",AMERICAN CONCRETE INSTITUTE (ACI)
ACI 503.2-503.4,"(2010, R 2003) Three Epoxy Specifications",AMERICAN CONCRETE INSTITUTE (ACI)
ACI 503.3,(2010) Specification for Producing a Skid-Resistant Surface on Concrete by the Use of Epoxy and Aggregate,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 503.7,(2007) Specification for Crack Repair by Epoxy Injection,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 506.2,"(2013; R 2018) Specification for Materials, Proportioning, and Application of Shotcrete",AMERICAN CONCRETE INSTITUTE (ACI)
ACI 522.1,(2013) Specification For Pervious Concrete Pavement,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 523.4R,(2009) Guide for Design and Construction with Autoclaved Aerated Concrete Panels,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 530/530.1,(2013) Building Code Requirements and Specification for Masonry Structures and Related Commentaries,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 548.4,(2011) Standard Specification for Latex-Modified Concrete (LMC) Overlays,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 548.8,(2007) Specification for Type EM (Epoxy Multi-Layer) Polymer Overlay for Bridge and Parking Garage Decks,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 548.9,(2008) Specification for Type ES (Epoxy Slurry) Polymer Overlay for Bridge and Parking Garage Decks,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 548.10,(2010) Specification for Type MMS (Methyl Methacrylate Slurry) Polymer Overlays for Bridge and Parking Garage Decks,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 548.12,(2012) Specification for Bonding Hardened Concrete and Steel to Hardened Concrete with an Epoxy Adhesive,AMERICAN CONCRETE INSTITUTE (ACI)
ACI 551.1R,(2014) Tilt-up Concrete Construction Guide,AMERICAN CONCRETE INSTITUTE (ACI)
ACI CP-50,(2007) Tilt-Up Supervisor & Technician Reference Guide,AMERICAN CONCRETE INSTITUTE (ACI)
ACI MCP SET,(2017) Manual of Concrete Practice,AMERICAN CONCRETE INSTITUTE (ACI)
ACI MNL-2,(2019; 11th Edition) ACI Manual of Concrete Inspection,AMERICAN CONCRETE INSTITUTE (ACI)
ACI MNL-15,(2020) Field Reference Manual:  Specifications for Concrete Construction ACI 301-20 with Selected ACI References,AMERICAN CONCRETE INSTITUTE (ACI)
ACI MNL-66,(2020) ACI Detailing Manual,AMERICAN CONCRETE INSTITUTE (ACI)
ACI SP-66,(2004) ACI Detailing Manual,AMERICAN CONCRETE INSTITUTE (ACI)
ACI/MCP-2,(2015) Manual of Concrete Practice Part 2,AMERICAN CONCRETE INSTITUTE (ACI)
ACI/MCP-3,(2015) Manual of Concrete Practice Part 3,AMERICAN CONCRETE INSTITUTE (ACI)
ACI/MCP-4,(2015) Manual of Concrete Practice Part 4,AMERICAN CONCRETE INSTITUTE (ACI)
ACPA 01-102,(2000) Concrete Pipe Handbook,AMERICAN CONCRETE PIPE ASSOCIATION (ACPA)
ACPA 01-103,(2000) Concrete Pipe Installation Manual,AMERICAN CONCRETE PIPE ASSOCIATION (ACPA)
ACPA 01-110,(1984) Design Manual for Sulfide and Corrosion Prediction and Control,AMERICAN CONCRETE PIPE ASSOCIATION (ACPA)
ACPA QPC,(2021) QCast Plant Certification Manual,AMERICAN CONCRETE PIPE ASSOCIATION (ACPA)
ACGIH 0100,(2017; Suppl 2020) Documentation of the Threshold Limit Values and Biological Exposure Indices,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ACGIH 0116,(2016) TLVs and BEIs,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ACGIH 2098,(2016) Industrial Ventilation:  A Manual of Recommended Practice for Design,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ACGIH-2092S,(2004) Industrial Ventilation:  A Manual of Recommended Practice,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ACGIH-2097,(2013) Industrial Ventilation:  A Manual of Recommended Practice (Metric),AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ACGIH-2106,(2007) Industrial Ventilation:  A Manual of Recommended Practice for Operation and Maintenance,AMERICAN CONFERENCE OF GOVERNMENTAL INDUSTRIAL HYGIENISTS (ACGIH)
ATFS STANDARDS,(2021) American Tree Farm System Standards of Sustainability,AMERICAN FOREST FOUNDATION (AFF)
AGA ANSI B109.1,(2000) Diaphragm Type Gas Displacement Meters (Under 500 cubic ft./hour Capacity),AMERICAN GAS ASSOCIATION (AGA)
AGA ANSI B109.2,(2000) Diaphragm Type Gas Displacement Meters (500 cubic ft./hour Capacity and Over),AMERICAN GAS ASSOCIATION (AGA)
AGA ANSI B109.3,(2019) Rotary-Type Gas Displacement Meters,AMERICAN GAS ASSOCIATION (AGA)
AGA ANSI B109.4,(2016) Self-Operated Diaphragm-Type Natural Gas Service Regulators for Nominal Pipe Size 1Â¼ inches (32 mm) and Smaller with Outlet Pressures of 2 psig (13.8 kPa) and Less,AMERICAN GAS ASSOCIATION (AGA)
AGA GMC,Gas Measurement Committee Report No. 3,AMERICAN GAS ASSOCIATION (AGA)
AGA Report No 3,(2016; 5th Ed) Orifice Metering of Natural Gas And Other Related Hydrocarbon Fluids; PART 2: Specification and Installation Requirements,AMERICAN GAS ASSOCIATION (AGA)
AGA XR0603,(2006; 8th Ed) AGA Plastic Pipe Manual for Gas Service,AMERICAN GAS ASSOCIATION (AGA)
AGA Z223.1,(2012) National Fuel Gas Code,AMERICAN GAS ASSOCIATION (AGA)
AGMA 908,"(1989B; R 1999) Information Sheet: Geometry Factors for Determining the Pitting Resistance and Bending Strength of Spur, Helical and Herringbone Gear Teeth",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 2011,(2014B) Cylindrical Wormgearing Tolerance and Inspection Methods,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 2015/915-1,(2002A) Accuracy Classification System - Tangential Measurement Tolerance Tables for Cylindrical Gears,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 6010,"(1997F) Standard for Spur, Helical, Herringbone, and Bevel Enclosed Drives",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 6011,(2014J) Specifications for High Speed Helical Gear Units,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 6013,(2006A; R2016) Standard for Industrial Enclosed Gear Drives,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 6123,(2016C) Design Manual for Enclosed Epicyclic Gear Drives,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA 9002,(2014C) Bores and Keyways for Flexible Couplings (Inch Series),AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA ISO 1328-1-B14,(2010A) Cylindrical Gears - ISO System of Flank Tolerance Classification - Part:  Definitions and Allowable Values of Deviations Relevant to Flanks of Gear Teeth,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA ISO 10064-6,(2010A) Code of Inspection Practice - Part 6: Bevel Gear Measurement Methods,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA ISO 17485,(2008A; Supplement 2008) Bevel Gears - ISO System of Accuracy (Including Supplement - Tolerance Tables 2008),AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA ISO 22849-A12,(2012) Design Recommendations for Bevel Gears,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AGMA ISO 23509-A08,(2008) Bevel and Hypoid Gear Geometry,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 2001,(2004D; R 2010) Fundamental Rating Factors and Calculation Methods for Involute Spur and Helical Gear Teeth,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 2003,"(2010D) Rating the Pitting Resistance and Bending Strength of Generated Straight Bevel, ZEROL Bevel, and Spiral Bevel Gear Teeth",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 2004,"(2008C; R 2014) Gear Materials, Heat Treatment and Processing Manual",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 2009,"(2001B; R 2008) Bevel Gear Classification, Tolerances, and Inspection Methods",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 2015-1,(2001A; R 2014) Accuracy Classification System - Tangential Measurements for Cylindrical Gears,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 6001,(2008E; R 2014) Design and Selection of Components for Enclosed Gear Drives,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 6013,(2006A; R 2016) Standard for Industrial Enclosed Gear Drives,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 6025,"(1998D; R 2010) Sound for Enclosed Helical, Herringbone and Spiral Bevel Gear Drives",AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 6034,(1992B; R 2010) Practice for Enclosed Cylindrical Wormgear Speed Reducers and Gearmotors,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 6113,(2016B) Standard for Industrial Enclosed Gear Drives (Metric Edition),AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 9000,(2011D) Flexible Couplings - Potential Unbalance Classification,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
ANSI/AGMA 9005,(2016) Industrial Gear Lubrication,AMERICAN GEAR MANUFACTURERS ASSOCIATION (AGMA)
AIHA IMOM08-679,"(2008) Recognition, Evaluation, and Control of Indoor Mold",AMERICAN INDUSTRIAL HYGIENE ASSOCIATION (AIHA)
AIHA Z9.3,"(2007) Spray Finishing Operations - Safety Code for Design, Construction and Ventilation",AMERICAN INDUSTRIAL HYGIENE ASSOCIATION (AIHA)
AIHA Z88.6,(2006) Respiratory Protection - Respirator Use-Physical Qualifications for Personnel,AMERICAN INDUSTRIAL HYGIENE ASSOCIATION (AIHA)
AISC 207,"(2016; R 2017) Certification Standard for Steel Fabrication and Erection, and Manufacturing of Metal Components",AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC 325,(2017) Steel Construction Manual,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC 326,(2009) Detailing for Steel Construction,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC 341,(2016) Seismic Provisions for Structural Steel Buildings,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC 360,(2016) Specification for Structural Steel Buildings,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC 420,(2010) Certification Standard for Shop Application of Complex Protective Coating Systems,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AISC DESIGN GUIDE 10,(1997) Erection Bracing of Low-Rise Structural Steel Buildings,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
ANSI/AISC 303,(2022) Code of Standard Practice for Structural Steel Buildings and Bridges,AMERICAN INSTITUTE OF STEEL CONSTRUCTION (AISC)
AITC 109,(2007) Standard for Preservative Treatment of Structural Glued Laminated Timber,AMERICAN INSTITUTE OF TIMBER CONSTRUCTION (AITC)
AITC 111,"(2005) Recommended Practice for Protection of Structural Glued Laminated Timber During Transit, Storage and Erection",AMERICAN INSTITUTE OF TIMBER CONSTRUCTION (AITC)
AITC 113,(2010) Standard for Dimensions of Structural Glued Laminated Timber,AMERICAN INSTITUTE OF TIMBER CONSTRUCTION (AITC)
